,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
489,CLBK,15.61,20.9,UP,2265202705,Finance,87600000,290300000,645,25.99,0,8.06,2.14,0,0.39,0.83,0.153,0.087,0.192,0.315,106200000,0.24
490,CLBT,10.42,7.85,DOWN,918850699,Technology,148600000,258800000,898,6.06,1.19,3.55,36.62,0,0,0.79,0.18,-3.105,-0.04,0.574,181910000,0
491,CLDX,19.1,38.9,UP,1641709520,Health Care,-99700000,800000,132,0,0,2024.78,4.46,0,0,-2.14,0,-0.246,-0.169,0,46760000,2.37
492,CLEU,3.9,1.3,DOWN,24492014,Real Estate,1500000,4600000,80,5.46,0,5.93,0.41,0,0,0.23,0.057,0,0,0,15850000,0
493,CLFD,24.19,81.8,UP,1681566088,Utilities,39800000,221100000,250,31.64,0,5.78,9.13,0,0,2.87,0.501,0.333,0.191,0.18,13770000,1.33
494,CLGN,10.82,16.95,UP,69955695,Health Care,-15000000,600000,66,0,0,115.69,1.69,0,0,-1.39,0.195,-0.34,0.001,0,11090000,0.99
495,CLIR,2.88,1.41,DOWN,31477023,Technology,-6700000,200000,14,0,0,137.26,2.26,0,0,-0.21,0.073,-0.757,-0.981,0,33540000,0.81
496,CLLS,27.6,8.24,DOWN,113094363,Health Care,-113300000,31100000,345,0,0,3.27,0.6,0,0.53,-2.49,0.241,0,-0.407,0,45500000,1.99
497,CLMT,3.03,12.81,UP,1552925119,Energy,-143500000,4260000000,1450,0,0,0.37,0,0,0,-1.81,0.254,0.35,-0.078,-0.034,79420000,2.28
498,CLNE,7.83,6.26,DOWN,1487775674,Utilities,-43700000,358700000,482,0,0,4.23,2.1,54.21,0.05,-0.2,0.466,-0.059,-0.121,-0.122,222430000,2.09
499,CLNN,7.57,4.04,DOWN,60326885,Health Care,15500000,400000,95,4.85,0,147.96,0,0,0,0.2,0.058,3.137,-1.533,0,63340000,0.15
500,CLOV,15.61,3.84,DOWN,696306000,Health Care,-401200000,2580000000,680,0,0,0.25,1.51,0,0,-0.91,0.325,-0.863,-1.147,-0.155,476060000,0
501,CLPS,3.05,2.04,DOWN,27382878,Technology,4500000,152000000,3824,5.45,0,0.18,0.39,0,0.22,0.22,0.002,0.079,0.054,0.029,21480000,2.31
502,CLPT,15.19,11.51,DOWN,246596728,Health Care,-16400000,19100000,80,0,0,12.81,5.51,0,0,-0.72,0.178,-0.361,-0.228,-0.859,23990000,1.11
503,CLRB,20.7,7,DOWN,12228584,Health Care,-25300000,0,12,0,0,0,0.6,0,0,-4.16,0.221,-0.892,0,0,6110000,1.19
504,CLRO,2.22,1.29,DOWN,13092467,Technology,-6700000,29100000,107,0,0,0.43,0.24,0,0.04,-0.31,0.05,-0.128,-0.128,-0.229,23950000,1.27
505,CLSD,3.21,2.76,DOWN,69520294,Health Care,-1600000,29500000,34,0,0,2.82,3.5,416.67,0,-0.05,0.308,-0.058,0.01,-0.055,60150000,1.85
506,CLSK,26.66,10.09,DOWN,167896652,Technology,-7600000,141100000,86,0,0,1.12,0.34,0,0.05,-0.2,0.32,-0.056,-0.093,-0.147,47100000,3.34
507,CLVR,8.89,3.22,DOWN,24891438,Health Care,-40200000,18100000,560,0,0,1.33,0.24,0,0.02,-1.48,0.193,-0.491,-0.561,0,39560000,0
508,CLVS,4.81,2.85,DOWN,148814621,Health Care,-263300000,140300000,413,0,0,1.01,0,0,0,-1.99,0.307,0.896,-0.677,0,144040000,0.39
509,CLWT,1.32,2.15,UP,10438378,Industrials,1000000,21400000,68,9.19,0,0.52,0.46,0,0.03,0.16,0.044,0.072,0.061,0.046,4320000,0.81
510,CLXT,4.25,2.1,DOWN,6583647,Consumer Discretionary,-22500000,9800000,55,0,0,0.61,0.45,0,0.01,-0.57,0.062,-1.533,-0.869,0,46660000,1.84
511,CMAX,16.05,7.46,DOWN,614837698,Technology,-44200000,532100000,1270,0,0,0.99,1.06,0,0.37,-0.52,0.73,-0.089,-0.035,-0.083,87420000,0
512,CMBM,23.54,25.79,UP,517187183,Technology,6800000,285800000,573,99.11,6.39,2.21,5.34,421.57,0.24,0.24,0.918,0.06,0.296,0.024,26840000,0.88
513,CMCO,38.68,46.13,UP,821674543,Industrials,44200000,921500000,3224,19.11,0.83,0.9,1.07,45.66,0.63,1.54,0.9945,0.057,0.039,0.048,28620000,1.26
514,CMCSA,50.51,50.59,UP,1.40E+11,Consumer Discretionary,5400000000,1.21E+11,189000,27.5,3.05,1.13,1.72,10.24,1.22,1.15,0.873,0.06,0.079,0.045,4380000000,0.99
515,CMCT,13.88,7.5,DOWN,158840799,Real Estate,-12700000,100600000,5,0,0,1.49,2.7,3.61,3.74,-0.55,0.578,-0.201,0.032,-0.127,23350000,0.53
516,CME,179.3,228.66,UP,62191489166,Finance,2630000000,4960000000,3480,23.15,2.95,12.29,2.17,0,0.13,7.33,0.881,0.099,0.075,0.553,358640000,0.41
517,CMLS,8.77,11.31,UP,140289640,Consumer Discretionary,52800000,958800000,2588,2.97,0.3,0.14,0.37,1.57,0,2.49,0.756,0.129,0.071,0.055,20320000,1.52
518,CMMB,27.2,6.75,DOWN,23777844,Health Care,-19300000,0,20,0,0,0,0.03,0,0,-26.61,0.353,-0.327,0,0,11430000,0.63
519,CMPO,10.17,7.8,DOWN,80430590,Industrials,38200000,449300000,715,11.03,0,0.88,0,0,0,0.46,0.659,-0.055,-0.131,0.085,15050000,0
520,CMPR,85.22,70.66,DOWN,603611689,Consumer Discretionary,-73100000,2930000000,15000,0,0,0.22,0,5.3,0,-2.82,0.811,0.204,-0.01,-0.031,26110000,1.49
521,CMPS,43.6,22.38,DOWN,446059945,Health Care,-83700000,0,116,0,0,0,1.77,0,0,-1.99,0.192,-0.312,0,0,42480000,0
522,CMRA,10.28,10.13,DOWN,28630778,Health Care,0,400000,9,0,0,62.66,0,0,0,-6.08,0.22,0,0.366,0,19090000,0
523,CMRX,4.76,6.63,UP,154654336,Health Care,-106300000,600000,87,0,0,266.75,6.06,0,0,-1.22,0.635,-1.711,-2.107,0,87440000,1.08
524,CMTL,20.27,23.46,UP,305828331,Technology,-43300000,486200000,1993,0,0,0.63,0.62,0,0.28,-1.64,0.757,-0.092,-0.05,-0.089,27680000,1.67
525,CNCE,12.69,3.24,DOWN,288087240,Health Care,-124600000,600000,64,0,0,357.93,1.43,0,0,-3.41,0.655,-1.199,-0.691,0,47930000,0.49
526,CNDT,4.68,5.34,UP,895550541,Technology,97000000,3980000000,60000,9.13,0,0.22,0.68,5.51,1.06,0.42,0.858,0.091,0.011,0.027,215630000,1.73
527,CNET,1.4,1.03,DOWN,29916110,Consumer Discretionary,-2200000,39000000,85,0,0,0.66,1.28,0,0.01,-0.06,0.007,-0.104,-0.629,-0.057,35530000,1.48
528,CNFR,3.1,2.35,DOWN,18322986,Finance,-13300000,101500000,151,0,0,0.17,0.83,0,1.98,-1.37,0.351,-0.409,0.013,-0.131,9710000,0.81
529,CNOB,19.63,32.54,UP,985787250,Finance,125200000,308000000,434,7.78,0.78,3.16,0.93,6.69,0.15,3.14,0.751,0.123,0.192,0.407,39290000,1.2
530,CNSL,4.78,7.6,UP,592556755,Telecommunications,-129100000,1240000000,3200,0,0,0.44,1.29,0,5.09,-1.15,0.813,-0.389,0.042,-0.14,111700000,1.09
531,CNSP,1.77,0.76,DOWN,7077743,Health Care,-13000000,0,3,0,0,0,0.66,0,0.02,-0.4,0.03,-1.233,0,0,40030000,0
532,CNTG,11.26,5.28,DOWN,25722063,Health Care,-52400000,133700000,808,0,0,0.16,0.63,0,1.32,-2.32,0.673,-1.245,-0.833,-0.358,22440000,0
533,CNTY,6.18,12.24,UP,240405578,Consumer Discretionary,24300000,438100000,2287,9.23,0.37,0.49,1.42,4.52,4.26,0.77,0.741,0.17,0.103,0.055,29840000,2.63
534,CNXA,9,17,UP,3747204,Consumer Discretionary,-58000000,15600000,8,0,0,0.19,0,0,0,-16.09,0.046,4.811,0.549,0,12660000,0
535,CNXC,99.69,179.15,UP,6314518596,Technology,447600000,6150000000,290000,13.57,1.15,0.98,2.27,16.16,0.91,8.63,0.809,0.167,0.123,0.073,51190000,0
536,CNXN,46.96,43.56,DOWN,1389216706,Technology,89600000,3170000000,2542,14.67,1.83,0.41,1.79,0,0,3.4,0.433,0.128,0.102,0.028,26270000,0.7
537,COCP,16.92,7.82,DOWN,20224004,Health Care,-36300000,0,13,0,0,0,0.45,0,0,-4.46,0.213,-0.515,0,0,8120000,0.7
538,CODA,6.51,7.51,UP,69710299,Industrials,3700000,22200000,95,18.64,0,2.94,1.53,13.9,0,0.32,0.173,0.088,0.087,0.166,10860000,1.21
539,CODX,9.97,9.08,DOWN,119246902,Health Care,28000000,78200000,101,4.03,0,1.47,0.8,4.69,0,0.89,0.22,0.213,0.276,0.358,33780000,-0.61
540,COGT,12.3,8.56,DOWN,902203410,Health Care,-109600000,0,77,0,0,0,2.33,0,0,-2.46,0,-0.733,0,0,65760000,1.74
541,COHR,76.01,68.2,DOWN,4666547473,Industrials,166500000,3320000000,23658,22.01,1.42,1.3,1.07,66.71,0.73,1.45,0.767,0.053,0.07,0.05,138370000,1.46
542,COHU,39.81,38.01,DOWN,1589568875,Industrials,96100000,813500000,3240,17.12,0,1.95,1.82,16.01,0.09,1.96,0.93,0.108,0.173,0.118,47980000,1.53
543,COKE,267.14,616.9,UP,4612417409,Consumer Staples,281000000,5860000000,14100,17.21,0,0.78,4.98,17.42,0.81,27.85,0.453,0.363,0.248,0.048,9370000,0.98
544,COLB,35.16,32.95,DOWN,2649617430,Finance,224100000,614400000,2260,11.81,1.48,4.29,1.25,15.73,0.01,2.87,0,0.096,0.18,0.365,78650000,0.67
545,COLL,19.86,19.31,DOWN,614954214,Health Care,-35200000,313500000,152,0,0,2.1,3.44,9.81,3.78,-1.02,0,-0.166,0.204,-0.112,34000000,0.88
546,COLM,84.91,97.9,UP,4668015138,Consumer Discretionary,342700000,3420000000,8325,14,0.44,1.35,2.7,48.42,0,5.34,0.508,0.197,0.178,0.107,62550000,0.88
547,COMM,12.94,11.03,DOWN,2776249108,Technology,-469900000,8860000000,30000,0,0,0.23,0,0,0,-2.29,0.943,1.832,0.013,-0.053,207600000,1.89
548,COMS,5.91,0.8,DOWN,5738302,Consumer Discretionary,-153200000,12600000,144,0,0,0.54,0.11,0,0.54,-1.98,0.044,-1.259,-2.023,0,79970000,1.84
549,CONN,11.31,22.62,UP,196242710,Consumer Discretionary,34200000,1490000000,4000,7.17,0.31,0.14,0.36,135.2,1.08,1.19,0.797,0.057,0.118,0.023,23830000,2.33
550,COOP,30.25,41.71,UP,2809181822,Finance,1090000000,2790000000,8200,2.96,0,1.08,0.74,0.46,1.78,14.39,0.944,0.278,0.137,0.387,71170000,1.41
551,CORT,26.09,19.48,DOWN,3050352621,Health Care,112700000,392000000,238,26.4,0,6.48,5.97,16.81,0,0.94,0.805,0.255,0.298,0.288,106290000,0.55
552,COST,380.15,563.91,UP,2.22E+11,Consumer Discretionary,5840000000,2.27E+11,304000,37.18,2.69,0.96,10.51,108.29,0.32,13.14,0.692,0.298,0.204,0.026,443900000,0.72
553,COUP,335.92,161.93,DOWN,4031517526,Technology,-344000000,786600000,3076,0,0,4.12,10.16,20.45,6.81,-4.59,0,-0.555,-0.096,-0.437,75670000,1.31
554,COWN,25.58,36.39,UP,1068326984,Finance,145200000,1620000000,1534,8.37,0.84,0.67,1.03,0,3.18,4.62,0.9376,0.117,0.06,0.075,28040000,1.44
555,CPHC,11.82,17.63,UP,106466644,Consumer Discretionary,12900000,66700000,237,8.82,0,1.65,1.67,17.8,0,2.62,0.38,0.203,0.214,0.193,4850000,-0.11
556,CPIX,2.99,4.69,UP,37094701,Health Care,-8600000,37900000,83,0,0,0.87,0.86,8.63,0,-0.58,0.188,-0.179,-0.133,-0.201,14690000,0.27
557,CPRT,60.33,75.54,UP,27348361060,Consumer Discretionary,1090000000,3500000000,9500,12.62,0.57,3.88,2.94,16.18,0,4.52,0.825,0.259,0.239,0.311,237840000,1.16
558,CPRX,3.53,6.89,UP,1440501251,Health Care,54500000,170500000,76,30.04,0,9,6.4,0,0,0.5,0.752,0.251,0.19,0.32,102800000,1.27
559,CPSI,26.87,29.49,UP,474975322,Technology,18900000,304700000,2000,21.13,1.41,1.35,1.72,12.3,0.61,1.31,0.926,0.084,0.062,0.062,14470000,0.73
560,CPSS,4.19,10.83,UP,133923306,Finance,79100000,287200000,799,2.21,0.11,0.47,0.69,0.66,11.3,2.89,0.551,0.443,0.025,0.275,21370000,2.24
561,CRAI,49.83,92.43,UP,735039903,Consumer Discretionary,42500000,568700000,861,20.83,1.39,1.49,4.33,41.06,0.35,5.67,0.868,0.208,0.21,0.075,7260000,1.28
562,CRBP,1.27,0.6,DOWN,16485319,Health Care,-35100000,230000,41,0,0,68.12,0.33,0,0.39,-0.28,0.247,-0.546,-0.632,0,125260000,1.81
563,CRDF,17.63,6.21,DOWN,69769220,Health Care,-37800000,400000,22,0,0,145.63,0.47,0,0,-0.9,0.214,-0.288,-0.206,0,43310000,1.52
564,CRDL,2.14,1.83,DOWN,36688542,Health Care,-31600000,0,11,0,0,0,0.57,0,0,-0.59,0.1298,-0.533,0,0,61930000,0.73
565,CREG,4.9,5.29,UP,20676126,Utilities,-14800000,0,14,0,0,0,0.18,0,0.14,-2.15,0.002,-0.118,0,0,7280000,1.31
566,CRESY,4.4,4.77,UP,316808339,Finance,236400000,610900000,2435,1.61,0.06,1.04,0.64,5.63,1.83,3.5,0.114,0.641,0.177,0.387,59020000,1.1
567,CREX,1.55,1.38,DOWN,13923160,Technology,1700000,31800000,105,10.53,0,0.41,0.49,16.43,0.59,0.06,0.13,0.106,0.1,0.053,21700000,2.86
568,CRGE,1.88,3.52,UP,325755163,Technology,-74800000,528900000,188,0,0,0.82,9.55,0,0.79,-0.4,0.158,0,-1.002,-0.141,188410000,0
569,CRIS,9.03,4.77,DOWN,73442551,Health Care,-56700000,10600000,60,0,0,6.4,1.15,0,0,-0.62,0.486,-0.684,-0.454,0,91650000,2.67
570,CRMD,7.38,4.72,DOWN,127745451,Health Care,-31000000,100000,29,0,0,1199.81,1.9,0,0,-0.8,0.303,-0.489,-0.449,0,41210000,2.27
571,CRMT,107.23,103,DOWN,436180943,Consumer Discretionary,81500000,1280000000,2100,5.48,0.34,0.32,0.88,0,1.07,12.11,0.839,0.177,0.115,0.064,6370000,1.39
572,CRNC,101.78,77.59,DOWN,676576730,Technology,-72700000,367800000,1700,0,0,1.88,0.71,89.66,0.29,-1.86,0,-0.071,0.045,-0.198,39310000,0
573,CRNT,2.92,2.57,DOWN,154208475,Technology,-15800000,294900000,1006,0,0,0.54,1.2,0,0.24,-0.19,0.138,-0.114,-0.041,-0.053,84020000,1.26
574,CRNX,13.95,28.03,UP,998726615,Health Care,-135600000,4600000,143,0,0,202.55,2.36,0,0,-2.94,0.997,-0.447,-0.325,0,52520000,1.03
575,CRON,7.61,4.01,DOWN,1256505434,Health Care,-148000000,128500000,626,0,0,11.59,0.6,0,0,-0.39,0.113,-0.08,-0.419,0,376030000,1.45
576,CROX,61.56,128.37,UP,4373250844,Consumer Discretionary,541400000,2840000000,5770,9.16,0.92,1.72,10.06,15.38,5.63,8.77,0.822,1.793,0.948,0.191,61590000,1.88
577,CRSP,158.01,78.85,DOWN,4110307909,Health Care,-633500000,14800000,473,0,0,263.58,1.84,0,0,-8.23,0.732,-0.274,0.155,0,77510000,1.7
578,CRSR,34.75,21.64,DOWN,1333230342,Technology,-38000000,1570000000,2490,0,0,1.03,3,0,0.47,-0.41,0.798,-0.069,0.146,-0.024,95470000,0
579,CRTO,20.22,39.12,UP,1556463259,Consumer Discretionary,67300000,2110000000,2781,22.61,0,0.73,1.32,9.91,0,1.04,0.9532,0.117,0.117,0.063,60380000,0.76
580,CRUS,84.13,91.94,UP,3769821130,Technology,348900000,1900000000,1591,11.38,3.25,1.97,2.37,37.81,0,5.92,0.916,0.21,0.203,0.172,56280000,0.95
581,CRVL,105.55,209.38,UP,2854500793,Finance,66300000,669900000,4233,42.21,0,4.16,13.22,74.6,0,3.68,0.521,0.31,0.313,0.099,17510000,1.02
582,CRVS,3.78,2.46,DOWN,40036019,Health Care,-36600000,0,28,0,0,0,0.49,0,0,-0.8,0.554,-0.393,0,0,46550000,0.93
583,CRWD,200.49,208.95,UP,37616269635,Technology,-173200000,1830000000,6250,0,0,15.93,23.66,51.36,0.6,-0.75,0.771,-0.161,-0.122,-0.094,232550000,1.19
584,CSBR,10.8,8.05,DOWN,94657087,Health Care,400000,51600000,230,275.42,18.36,1.72,10.02,22.71,0,0.02,0.729,0.045,0.063,0.008,13520000,0.85
585,CSCO,43.96,63.62,UP,1.87E+11,Telecommunications,11810000000,51560000000,83300,15.81,2.36,3.55,4.63,28.02,0.24,2.82,0.751,0.291,0.229,0.229,4130000000,0.98
586,CSGP,89.53,80.17,DOWN,33673936968,Finance,338000000,2120000000,4742,93.87,4.69,15.74,4.73,90.25,0.15,0.86,0.983,0.056,0.048,0.16,406690000,0.92
587,CSGS,44.91,57.67,UP,2074796939,Technology,44800000,1060000000,5200,41.88,0,1.82,4.89,94.45,1.02,1.41,0.998,0.108,0.118,0.042,31300000,0.88
588,CSII,43.4,19.49,DOWN,603864480,Health Care,-36900000,236200000,725,0,0,2.53,2.25,0,0.08,-0.94,0.912,-0.144,-0.134,-0.156,41910000,0.88
589,CSPI,8.04,8.73,UP,33303015,Technology,800000,47700000,112,40.48,0,0.72,0.95,0,0.11,0.19,0.262,0.003,0.011,0.002,4280000,1.29
590,CSSE,18.63,13.99,DOWN,91072066,Consumer Discretionary,-74100000,131900000,151,0,0,1.14,1.98,0,1.63,-4.73,0.515,-0.869,-0.315,-0.561,14950000,1.36
591,CSTE,12.63,11.3,DOWN,307072054,Industrials,20400000,685100000,2272,14.02,0.96,0.42,0.56,0,0.05,0.59,0.389,0.04,0.049,0.03,34480000,0.55
592,CSTL,68.88,43.82,DOWN,692136198,Health Care,-44500000,110200000,342,0,0,4.65,1.22,0,0,-1.75,0.844,-0.108,-0.076,-0.404,26060000,0
593,CSTR,14.23,21,UP,388189745,Finance,41300000,104400000,391,9.32,0,3.72,1.07,5.46,0.08,1.86,0.456,0.131,0.194,0.463,22020000,0.88
594,CSWC,17.83,24.81,UP,517024856,Finance,47400000,86200000,23,9.76,9.76,6.11,1.1,0,1.28,2.01,0.289,0.104,0.045,0.497,25510000,1.19
595,CSWI,110.67,119.27,UP,1979640503,Industrials,76000000,665100000,2400,25.56,2.13,2.86,4.11,46.8,0.59,4.8,0.856,0.164,0.102,0.114,15640000,0.8
596,CSX,29.33,37.32,UP,61327262625,Industrials,4080000000,14550000000,16700,15.94,1.41,4.33,4.94,23.53,1.4,1.88,0.777,0.31,0.148,0.281,2120000000,1.24
597,CTAS,343.6,439.55,UP,43266431224,Consumer Discretionary,1250000000,8120000000,43000,35.14,3.11,5.24,13.19,0,0.93,11.95,0.662,0,0.217,0,101430000,1.37
598,CTBI,36.67,43.3,UP,849420149,Finance,78600000,184600000,974,10.62,2.12,4.55,1.32,10.49,0.09,4.41,0.593,0.126,0.194,0.455,17840000,0.77
599,CTG,6.36,9.76,UP,120972086,Technology,14700000,375200000,3200,8.08,0.54,0.32,1.19,12.89,0,0.98,0.562,0.159,0.156,0.039,14420000,0.8
600,CTHR,1.25,2.98,UP,30997436,Consumer Discretionary,2400000,43100000,59,12.24,0.41,0.65,0.48,0,0,0.08,0.274,0.04,0.04,0.055,30590000,0.62
601,CTIB,1.79,1.25,DOWN,3946684,Miscellaneous,-12400000,20600000,66,0,0,0.2,0,0,0,-2.1,0.046,3.561,-1.15,-0.6,5910000,0.93
602,CTIC,3.36,2.48,DOWN,562775710,Health Care,-120800000,14600000,121,0,0,36.62,0,0,0,-1.22,0.839,0,0,0,114390000,0.79
603,CTLP,10.64,8.65,DOWN,238224645,Miscellaneous,-2400000,205200000,225,0,0,1.14,1.51,0,0.09,-0.03,0.756,-0.015,-0.017,-0.012,71140000,1.9
604,CTMX,6.78,4.4,DOWN,87054319,Health Care,-96900000,72600000,174,0,0,1.14,1.69,0,0,-1.48,0.79,-1.219,-0.937,0,65540000,0.38
605,CTRM,1.86,1.45,DOWN,116729927,Consumer Discretionary,80600000,225400000,1,1.38,0,0.48,0.29,1.19,0.37,0.85,0.015,0.226,0.124,0.358,94610000,0.72
606,CTSH,79.42,88.94,UP,32149266117,Technology,2260000000,19250000000,341300,12.48,1.24,1.44,2.34,15.48,0.05,4.31,0.932,0.19,0.168,0.117,520000000,1.05
607,CTSO,8.37,4.05,DOWN,80400357,Health Care,-35600000,37700000,221,0,0,1.77,1.42,0,0,-0.82,0.4,-0.602,-0.352,-0.942,43560000,0.71
608,CTXR,1.04,1.55,UP,158550649,Health Care,-30600000,0,15,0,0,0,1.37,0,0,-0.21,0.122,-0.253,0,0,146130000,1.16
609,CUE,12.36,11.4,DOWN,93761619,Health Care,-48800000,11700000,57,0,0,9.12,1.95,0,0.17,-1.49,0.404,-0.771,-0.675,0,35360000,1.74
610,CUEN,9,1.39,DOWN,6482612,Technology,-13900000,1300000,1,0,0,4.69,1.32,0,0.05,-0.93,0.021,-1.758,0,0,15050000,0.56
611,CURI,16.42,5.97,DOWN,65023898,Industrials,-42400000,86000000,92,0,0,0.75,0.48,0,0,-0.81,0.112,-0.277,-0.326,-0.494,52770000,0
612,CUTR,23.74,39.26,UP,902035077,Health Care,-67700000,245300000,461,0,0,3.65,35.24,0,12.6,-3.66,0,-1.514,0.04,-0.276,19580000,1.71
613,CVAC,85.1,36.12,DOWN,1361947421,Health Care,0,113800000,884,0,0,12.13,2.23,0,0.06,-2.87,0.207,0,-0.574,0,187050000,0
614,CVBF,19.52,21.39,UP,4018707517,Finance,193300000,429100000,1015,20.14,2.01,9.39,2,33.4,0,1.41,0.748,0.094,0.171,0.45,139750000,0.4
615,CVCO,174.36,314,UP,2042810609,Consumer Discretionary,230300000,1890000000,6300,8.14,0.27,0.95,2.14,13.05,0.01,25.05,0,0.286,0.224,0.122,8920000,1.16
616,CVCY,14.98,20.88,UP,219271286,Finance,25900000,78800000,244,8.61,1.08,2.8,1.29,7.53,0.23,2.19,0.477,0.126,0.234,0.343,11660000,0.76
617,CVGI,8.54,8,DOWN,167694189,Consumer Discretionary,16800000,963700000,7300,11.62,0.97,0.21,1.44,0,1.55,0.51,0.612,0.129,0.106,0.017,32240000,3.09
618,CVGW,70.62,43.6,DOWN,615111320,Consumer Discretionary,-15900000,1220000000,3676,0,0,0.53,2.84,47.15,0.14,-0.9,0.781,-0.071,-0.077,-0.013,17670000,0.64
619,CVLG,14.36,26.31,UP,552039286,Industrials,114400000,1220000000,4500,5.28,1.06,0.46,1.67,9.09,0.18,7.28,0.627,0.206,0.12,0.059,15510000,1.45
620,CVLT,54.6,69.28,UP,2751572078,Technology,23200000,784200000,2848,128.06,12.81,3.52,10.58,15.91,0,0.5,0.978,0.125,0.124,0.043,44740000,0.56
621,CVT,11.5,9.39,DOWN,2826610902,Technology,-110600000,577000000,4300,0,0,5.04,1.78,0,0,-0.28,0.95,-0.074,-0.031,-0.192,481620000,0
622,CVV,3.83,4.2,UP,42661467,Technology,2900000,19500000,113,14.14,0,2.14,1.52,0,0,0.44,0.186,0.102,-0.077,0.151,6730000,1.32
623,CWBC,8.9,13.3,UP,126826614,Finance,13000000,47400000,122,9.86,0,2.66,1.17,6.57,0.84,1.46,0.279,0.136,0.368,0.296,8710000,0.71
624,CWBR,39.6,10.8,DOWN,6540620,Health Care,-12200000,0,9,0,0,0,0.31,0,0,-4.73,0.094,-0.587,0,0,2900000,2.03
625,CWCO,11.89,10.87,DOWN,281056502,Utilities,8700000,73700000,197,32.94,4.12,3.84,1.77,25.49,0,0.56,0.559,0.035,0.016,0.075,15290000,0.29
626,CWST,60.51,84.97,UP,4211760342,Utilities,53800000,1050000000,2900,77.76,5.48,3.93,8.58,57.86,1.21,1.04,0,0.119,0.062,0.051,51680000,0.96
627,CXDO,6.72,4.99,DOWN,58128472,Consumer Discretionary,-2800000,34800000,121,0,0,1.72,0.87,0,0.03,-0.13,0.084,-0.043,-0.034,-0.082,22460000,1.17
628,CYAD,8.13,3.74,DOWN,24627412,Health Care,0,0,95,0,0,0,0.74,0,0,-1.51,0.2914,0,0,0,22590000,0
629,CYAN,3.22,3.13,DOWN,12176597,Consumer Staples,1200000,33700000,95,10.44,0,0.35,0.62,8.44,0.25,0.18,0.132,0.061,0.105,0.034,6200000,0.48
630,CYBR,154.69,176.78,UP,6402235572,Technology,-121400000,542800000,2140,0,0,11.17,8.53,223,0.86,-3.02,0.923,-0.175,-0.057,-0.224,40520000,1.04
631,CYCC,7.97,3.88,DOWN,17429473,Health Care,-19200000,0,12,0,0,0,0.42,0,0,-1.95,0.318,-0.539,0,0,12540000,1.13
632,CYCN,3.04,1.61,DOWN,25100909,Health Care,-48400000,1900000,32,0,0,9.97,0.77,0,0,-1.12,0.502,-1.16,-1.071,0,43460000,1.75
633,CYRN,21.4,6.26,DOWN,8737020,Technology,-25800000,26300000,191,0,0,0.34,1.35,0,0,-4.84,0.24,-2.155,-0.967,0,7730000,0.62
634,CYTH,4.25,4,DOWN,16445927,Health Care,-12900000,1700000,9,0,0,6.16,1,0,0,-1.72,0.049,-1.118,-0.904,0,8420000,-0.51
635,CYTK,19.56,45.6,UP,4102329027,Health Care,-215900000,151200000,253,0,0,23.09,28.08,0,1.79,-2.59,0,-1.199,-0.48,0,94140000,0.98
636,CYTO,52.8,38.6,DOWN,7623333,Health Care,-17400000,60000,17,0,0,109.5,0.33,0,0,-25.97,0.013,-1.287,0,0,1100000,1.53
637,CYXT,10.6,12.4,UP,425880750,Technology,-201300000,722000000,745,0,0,0.54,0.65,0,3.14,-2.68,0.72,-0.309,-0.027,-0.279,178570000,0
638,CZNC,20.21,25.95,UP,370149934,Finance,25900000,88000000,258,14.24,0,4.25,1.42,23.24,0.15,1.67,0.288,0.1,0.192,0.323,15440000,0.32
639,CZR,71.6,92.99,UP,9457930253,Consumer Discretionary,-1088000000,10390000000,49000,0,0,0.9,2.58,50.05,7.2,-5.11,0.978,-0.303,0.049,-0.123,214000000,2.82
640,CZWI,10.96,13.73,UP,134121088,Finance,19100000,66800000,225,7.23,0,2,0.84,13.22,0.53,1.82,0.566,0.123,0.2,0.306,10530000,0.84
641,DADA,37.49,13.48,DOWN,798408970,Consumer Discretionary,-315500000,1100000000,3132,0,0,0.83,0.82,0,0.08,-1.31,0.204,-0.378,-0.66,-0.287,258800000,0
642,DAIO,4.15,4.64,UP,36146441,Technology,-1800000,23300000,95,0,0,1.43,1.96,0,0,-0.21,0.381,-0.109,-0.019,-0.088,8710000,1.05
643,DAKT,4.81,4.99,UP,154466068,Industrials,-8400000,638200000,2246,0,0,0.25,0.85,0,0.13,-0.19,0.478,-0.044,0.018,-0.013,45100000,0.97
644,DALN,6.28,7.26,UP,25691952,Consumer Discretionary,-1300000,152800000,656,0,0,0.18,1.1,0,0,-0.24,0.431,-0.154,-0.183,-0.036,5350000,0.68
645,DARE,1.31,2.01,UP,82284714,Health Care,-30200000,10000000,20,0,0,7.78,2.39,0,0,-0.46,0.092,-0.898,0,0,84680000,1.21
646,DBVT,2.75,1.67,DOWN,289176087,Health Care,-77500000,8300000,87,0,0,33.65,0.81,0,0,-0.67,0.184,-0.571,-0.989,0,132100000,1.41
647,DBX,22.05,24.63,UP,8052763809,Technology,341900000,2250000000,2667,20.41,1.21,3.53,0,11.06,0,1.05,0.825,-0.935,0.228,0.152,364100000,0.8
